BLOCKGR GISJOIN Adopted Week
17290007.00: G17002900007 1 200
21150703.09: G2100150070398 0 842
34373749.00: G34003703749 1 200
42032306.00: G42000302306 1 153
42059819.00: G42000509819 0 842
26079605.00: G26010709605 1 529
34297155.00: G34002907155 1 424
26810103.00: G2600810010302 0 842
24037510.00: G24000307510 1 372
27370612.00: G27003700612 1 529
29299511.00: G29002909511 0 842
27591306.00: G27005901306 0 842
05559805.00: G05005509805 1 529
29479701.00: G29014709701 0 842
22710134.09: G2200710013498 1 272
36031354.00: G3601030135402 1 301
34030182.00: G34000300182 1 99
35430105.00: G3500430010501 0 842
37850710.00: G37008500710 1 372
37710333.00: G3700710033302 1 200
12030260.00: G1201030026001 1 165
27090013.00: G27010900013 1 2
12730003.00: G12007300003 1 301
18030115.00: G1800030011501 1 200
06411242.00: G06004101242 0 842
01010029.00: G01010100029 1 581
18350015.00: G18003500015 1 272
17999620.00: G17009909620 0 842
49050008.00: G49000500008 1 99
17379521.00: G17013709521 1 464
36999506.00: G36009909506 1 529
24430002.00: G24004300002 1 200
22170232.00: G22001700232 1 99
42710124.00: G4200710012402 0 842
37830538.00: G3701830053802 1 99
39535027.00: G39015305027 0 842
34390359.00: G34003900359 1 325
42110119.00: G42001100119 1 529
25251804.00: G25002501804 1 424
22510232.00: G22005100232 1 240
42010348.00: G42010100348 1 153
22510231.00: G22005100231 1 240
37350107.00: G3701350010702 1 99
18570019.00: G18015700019 1 200
38799516.00: G38007909516 0 842
25214171.00: G25002104171 1 99
29210014.00: G29002100014 1 200
26992600.00: G26009902600 1 473
30879624.00: G30008709624 1 473
06372285.00: G06003702285 0 842
18670005.00: G18006700005 1 424
04131090.00: G04001301090 1 99
18770001.00: G18017700001 1 424
09035042.00: G09000305042 1 633
42710144.00: G4200710014402 1 464
17311501.00: G17003101501 1 153
28750011.00: G28007500011 1 464
47930034.00: G47009300034 1 373
18973523.00: G18009703523 1 341
26992543.00: G26009902543 1 473
17310503.00: G17003100503 1 153
42010251.00: G42010100251 1 325
42031502.00: G42000301502 1 153
25173507.00: G25001703507 1 2
36270502.00: G3600270050202 1 240
39390016.00: G39013900016 1 581
55790913.00: G55007900913 1 272
39351321.00: G39003501321 0 842
42210121.00: G42002100121 0 842
18890416.00: G18008900416 0 842
37350107.00: G3701350010704 1 99
12570113.00: G1200570011301 1 200
55170107.00: G55011700107 0 842
42032805.00: G42000302805 1 153
26635346.00: G26016305346 1 247
51594804.00: G51005904804 1 165
21450304.00: G21014500304 1 529
35419592.00: G35004109592 1 424
24037509.00: G24000307509 1 372
20910524.00: G2000910052405 1 200
17310709.00: G17003100709 1 153
26210105.00: G26002100105 1 372
26992234.00: G26009902234 1 478
06375535.00: G06003705535 1 372
29997003.00: G2900990700302 0 842
21190306.00: G21001900306 1 301
36593029.00: G36005903029 1 99
48391224.00: G48043901224 1 99
36550024.00: G36005500024 1 200
51099505.00: G51010909505 0 842
25092201.00: G25000902201 0 842
25173104.00: G25001703104 1 240
26635589.00: G26016305589 1 99
27390807.00: G27013900807 1 464
26635162.00: G26016305162 0 842
26635155.00: G26016305155 0 842
49490007.00: G4900490000702 1 99
26614031.00: G26016104031 1 2
53299707.00: G53002909707 1 581
18630028.00: G18016300028 1 424
36650243.00: G3600650024302 0 842
39351702.00: G3900350170202 1 240
17318260.00: G17003108260 1 272
44090508.00: G4400090050801 1 529
06372780.00: G06003702780 1 424
26992505.00: G26009902505 1 473
42330220.00: G42013300220 1 581
36430102.00: G3600430010202 1 464
20090436.00: G20020900436 1 153
18816106.00: G1800810610603 1 200
06971521.00: G06009701521 1 99
23010207.00: G23000100207 1 424
36031583.00: G3601030158309 1 289
34155017.00: G3400150501701 0 842
26992616.00: G26009902616 1 473
26992615.00: G26009902615 1 473
06730082.00: G06007300082 1 464
17313809.00: G17003103809 0 842
48291308.00: G48002901308 1 424
38999583.00: G38009909583 0 842
18973301.00: G1800970330103 1 153
42550114.00: G42005500114 1 424
25214222.00: G25002104222 0 842
37139903.00: G37001309903 1 464
22710017.02: G2200710001728 1 240
19439601.00: G19014309601 0 842
42076030.00: G42000706030 1 200
42333318.00: G42003303318 0 842
26251617.00: G26012501617 1 281
36470796.00: G36004700796 1 581
25092525.00: G2500090252501 1 240
09091427.00: G09000901427 1 153
05690003.00: G0500690000302 1 581
17910101.00: G17009100101 0 842
42979602.00: G42009709602 1 478
26650055.00: G2600650005501 1 240
36910626.00: G3600910062602 0 842
28099506.00: G28010909506 1 200
42130105.00: G42001300105 0 842
24317017.00: G2400310701702 1 153
42850327.00: G42008500327 0 842
48259503.00: G48002509503 1 240
24010006.00: G2400010000601 0 842
42076029.00: G42000706029 1 200
28039501.00: G28000309501 0 842
25173224.00: G25001703224 1 240
04134211.00: G0400130421102 1 165
34311803.00: G34003101803 1 240
55759611.00: G55007509611 0 842
13279502.00: G13022709502 0 842
09076102.00: G09000706102 1 200
36670129.00: G36006700129 1 240
51400002.09: G5108400000298 1 473
34270433.00: G3400270043302 0 842
06871206.00: G06008701206 1 325
40430086.00: G40014300086 1 99
25173343.00: G25001703343 1 240
21590011.00: G21005900011 1 325
48010219.00: G48020100219 1 372
34297135.00: G34002907135 1 325
42639604.00: G42006309604 0 842
48510007.00: G48045100007 1 153
04133187.00: G04001303187 1 99
55219708.00: G55002109708 0 842
42010004.00: G42010100004 1 153
42171036.00: G42001701036 0 842
39351181.00: G39003501181 1 325
39490020.00: G39004900020 1 200
39030113.00: G39000300113 1 272
39130041.00: G39011300041 0 842
39430418.00: G39004300418 0 842
13450106.00: G13024500106 1 424
42010182.00: G42010100182 1 281
09012456.00: G09000102456 1 153
34312462.00: G3400310246203 1 99
26239707.00: G26012309707 0 842
24317035.00: G2400310703501 1 200
24317022.00: G24003107022 1 153
26251441.00: G26012501441 1 478
24338017.00: G2400330801703 1 581
34010133.00: G34000100133 0 842
47630405.00: G47016300405 1 301
41319601.00: G41003109601 1 424
39950009.00: G39009500009 1 247
26050320.00: G26000500320 0 842
47490414.00: G47014900414 1 153
27839604.00: G27008309604 0 842
24317012.01: G2400310701210 1 4
24338019.00: G2400330801902 1 99
26992324.00: G26009902324 1 473
24338060.00: G24003308060 1 0
06070033.00: G06010700033 0 842
26650033.00: G2600650003302 1 153
28350104.00: G28003500104 1 99
06110046.00: G06011100046 1 240
25173312.00: G25001703312 1 424
42150322.00: G42011500322 0 842
18350023.00: G1800350002302 1 240
12030269.00: G1201030026906 1 272
12950179.00: G12009500179 1 272
35430106.00: G35004300106 1 372
19499703.00: G19014909703 1 473
12250031.00: G12002500031 1 153
42035153.00: G42000305153 1 424
36130307.00: G36001300307 0 842
18939510.00: G18009309510 1 325
24338036.01: G2400330803610 1 200
48750143.00: G48037500143 1 424
17999630.00: G17009909630 1 581
42035129.00: G42000305129 1 99
42035140.00: G42000305140 1 99
26635308.00: G26016305308 1 247
40836004.00: G40008306004 1 424
26450201.00: G2600450020104 1 153
54919648.00: G54009109648 1 424
36650235.00: G3600650023502 1 372
48130080.00: G48011300080 1 99
06014303.00: G06000104303 1 372
20379571.00: G20003709571 0 842
34170009.00: G3400170000901 1 165
17635016.00: G1701630501601 1 272
18890422.00: G18008900422 0 842
29319829.00: G29013109829 0 842
17878705.00: G17018708705 1 424
48850137.00: G48048500137 1 464
45410011.00: G45004100011 1 272
18950106.00: G18009500106 1 633
29059606.00: G29010509606 1 473
28330703.02: G2800330070320 1 372
48319605.00: G48023109605 0 842
17938901.00: G17009308901 0 842
06590889.00: G0600590088905 1 0
27459601.00: G27004509601 0 842
24317012.00: G2400310701202 1 99
27030514.00: G27000300514 0 842
24338003.00: G24003308003 1 200
17312427.00: G17003102427 1 272
24338014.00: G2400330801405 1 581
25092115.00: G25000902115 1 240
21370504.00: G21003700504 1 424
27030510.00: G2700030051001 1 372
24338034.00: G2400330803402 1 372
41110006.00: G41001100006 1 325
27030513.00: G2700030051302 1 99
21670018.00: G21006700018 0 842
27030516.09: G2700030051698 1 301
48410127.00: G48044100127 1 165
21110065.00: G21011100065 1 372
26992521.00: G26009902521 1 473
24430008.00: G24004300008 1 200
26992641.00: G26009902641 1 478
27459606.00: G27004509606 0 842
24338010.00: G2400330801002 1 272
21110112.00: G21011100112 1 281
13210121.00: G13002100121 1 200
24338011.00: G2400330801101 1 272
24338014.00: G2400330801404 1 581
24338002.00: G2400330800207 0 842
47890702.00: G47008900702 1 529
27370155.00: G27013700155 0 842
24317061.00: G24003107061 1 99
24338059.00: G2400330805904 1 99
06855132.08: G0600850513286 1 165
21670034.00: G2100670003402 1 581
26639505.00: G26006309505 0 842
36670166.00: G36006700166 1 281
06375024.00: G06003705024 1 372
25138120.00: G25001308120 1 289
24338028.00: G2400330802806 1 153
26099601.00: G26000909601 1 633
22119601.00: G22001109601 0 842
24338030.00: G2400330803002 1 372
06855132.08: G0600850513283 1 153
12030274.00: G1201030027402 1 153
21670028.00: G21006700028 1 424
21590012.00: G21005900012 1 325
17316113.00: G17003106113 1 372
21110129.00: G21011100129 1 372
21110104.00: G2101110010402 1 200
06871228.08: G0600870122888 1 424
24100803.00: G2405100080301 1 240
21670002.00: G21006700002 1 99
24430001.00: G24004300001 1 200
21370512.00: G21003700512 1 424
09035030.00: G09000305030 1 247
26635504.00: G26016305504 1 99
21670029.00: G21006700029 1 424
24338067.00: G2400330806705 1 153
21110115.01: G2101110011510 0 842
37270307.00: G37002700307 1 581
26635808.00: G26016305808 1 240
25250908.00: G25002500908 0 842
28399503.00: G28013909503 0 842
06730200.01: G0600730020011 1 99
42031604.00: G42000301604 1 424
25214563.00: G25002104563 1 7
42032107.00: G42000302107 1 325
51872014.00: G5100870201401 0 842
24101507.00: G2405100150701 1 529
24101603.00: G24051001603 1 424
21110119.00: G2101110011905 1 424
21110119.00: G2101110011907 1 424
24101305.00: G24051001305 0 842
21110109.00: G2101110010901 1 281
21670004.00: G21006700004 1 99
24150306.00: G2400150030602 1 581
21110053.00: G21011100053 1 372
21670001.00: G21006700001 1 99
26635641.00: G26016305641 1 240
24101703.00: G24051001703 0 842
39559215.00: G39015509215 0 842
24430003.00: G2400430000301 0 842
45030204.00: G45000300204 1 341
29892109.00: G2901890210901 1 0
29370600.00: G29003700600 1 153
29539503.00: G29005309503 0 842
47450306.00: G47014500306 1 581
48279506.00: G48042709506 0 842
36570705.00: G36005700705 1 464
48219502.00: G48042109502 0 842
48610202.00: G48036100202 1 372
47179554.00: G47011709554 1 301
28059506.00: G28010509506 1 424
47650034.00: G47006500034 1 99
47630424.00: G47016300424 0 842
39930902.09: G3900930090298 1 464
27711004.00: G27017101004 0 842
24054011.00: G2400050401102 1 424
17950007.00: G17019500007 0 842
18159596.00: G18001509596 0 842
21779605.00: G21017709605 0 842
27370102.00: G27013700102 1 464
36593027.00: G36005903027 1 99
20450007.09: G2000450000798 1 153
55859705.00: G55008509705 0 842
26739510.00: G26007309510 0 842
06133211.00: G0600130321103 1 424
47251011.00: G4701250101103 1 99
45070103.00: G45000700103 0 842
47631009.00: G47006301009 1 581
05039504.00: G05010309504 0 842
41510036.00: G4100510003601 1 153
28499505.00: G28014909505 1 99
08770013.00: G08007700013 0 842
47790615.00: G47017900615 1 372
18190504.00: G1800190050402 1 473
39799572.00: G39007909572 1 581
19419902.00: G19014109902 0 842
12330024.00: G12003300024 1 289
19130030.00: G1900130003002 0 842
27239502.00: G27002309502 0 842
18499532.00: G18004909532 0 842
35299868.00: G35002909868 0 842
42171037.00: G42001701037 0 842
34270407.00: G3400270040701 1 200
42550121.00: G42005500121 1 464
55139803.00: G55011309803 0 842
42039508.00: G42010309508 1 240
53330322.00: G5300330032205 1 325
55730018.00: G55007300018 0 842
06670003.00: G06006700003 1 99
26239705.00: G26012309705 0 842
06971513.00: G0600970151301 1 424
26519909.00: G26005109909 1 464
17978835.00: G1701970883501 1 581
40272008.00: G40002702008 1 153
06070020.00: G06000700020 1 240
47410005.00: G47014100005 1 200
56019633.00: G56000109633 1 424
42792132.00: G42007902132 1 529
55790006.00: G55007900006 0 842
55790910.00: G55007900910 1 272
55050023.00: G55010500023 1 424
55790207.00: G55007900207 1 272
55314203.00: G55013104203 1 99
55390012.00: G55013900012 1 272
55730002.00: G55007300002 1 341
42950154.00: G42009500154 0 842
55459805.00: G55004509805 0 842
22730012.00: G22007300012 1 424
13339905.00: G13023309905 1 581
42030601.00: G42000300601 0 842
17039577.00: G17000309577 0 842
40430029.00: G40014300029 1 153
26635353.00: G26016305353 1 99
25173672.00: G25001703672 0 842
36270400.00: G3600270040001 0 842
48410011.00: G4801410001109 1 240
08010085.01: G0800010008513 1 99
26251571.00: G26012501571 1 478
34297113.00: G34002907113 1 424
48499504.00: G48024909504 1 372
50070025.00: G50000700025 1 464
22730013.00: G22007300013 1 424
06830019.00: G0600830001903 1 424
12110920.00: G12001100920 1 581
26050307.00: G2600050030701 0 842
42030509.00: G42000300509 0 842
06650414.00: G0600650041402 1 464
13950103.00: G1300950010302 1 272
42330004.00: G42013300004 1 424
26937300.00: G26009307300 1 464
12030204.00: G12010300204 1 341
06590626.02: G0600590062629 1 99
39610250.00: G3900610025002 1 99
06871214.00: G06008701214 1 473
12910229.00: G12009100229 1 153
18290407.00: G18012900407 0 842
06371395.00: G0600370139502 1 424
17318254.00: G17003108254 1 281
53330287.00: G53003300287 1 240
42010266.00: G42010100266 1 325
04190021.00: G04001900021 0 842
29470209.00: G2900470020902 1 99
38939673.00: G38009309673 1 464
06375514.00: G06003705514 1 424
41670326.00: G4100670032601 1 99
06190014.00: G0600190001404 1 99
42171039.00: G42001701039 0 842
17313112.00: G17003103112 0 842
06530128.00: G06005300128 1 281
04131053.00: G04001301053 1 200
04190002.00: G04001900002 1 99
06730031.00: G0600730003102 1 240
48391110.01: G4804390111010 1 372
34258113.00: G3400250811302 1 424
32100005.00: G32051000005 1 165
27219702.00: G27012109702 0 842
25092011.00: G25000902011 1 99
01970031.00: G01009700031 1 581
39535069.00: G39015305069 1 153
42750042.00: G42007500042 0 842
55332004.00: G55013302004 1 464
06190042.00: G0600190004201 1 247
47370104.00: G4700370010401 1 372
20730070.00: G20017300070 1 272
36850020.00: G3600850002001 1 99
06376702.00: G0600370670201 1 372
04131162.00: G0400130116202 1 240
25277392.00: G25002707392 1 341
41510010.00: G41005100010 1 2
20079551.00: G20010709551 0 842
06710120.00: G06007100120 1 240
06170303.00: G06001700303 0 842
34190109.00: G34001900109 1 325
19719904.00: G19017109904 0 842
20079552.00: G20010709552 0 842
39950066.00: G39009500066 1 200
12830007.00: G1200830000701 1 581
36550117.00: G3600550011701 1 247
30039642.00: G30000309642 0 842
34350529.00: G3400350052902 1 325
39351035.00: G39003501035 1 301
18530103.00: G18005300103 1 633
36270200.00: G3600270020001 0 842
36470197.00: G36004700197 1 424
28279501.00: G28012709501 0 842
06971529.00: G0600970152901 1 464
12150023.00: G12011500023 1 424
06590117.02: G0600590011720 1 4
24037025.00: G24000307025 1 424
53419710.00: G53004109710 0 842
42010279.00: G42010100279 1 325
55630106.00: G55006300106 1 424
26112905.00: G26011102905 1 301
39170007.00: G3900170000701 1 272
37090701.00: G37010900701 1 301
41510032.00: G41005100032 1 99
42550124.00: G42005500124 1 464
04130613.00: G04001300613 1 372
20690012.00: G20016900012 0 842
40819816.00: G40008109816 0 842
18390013.09: G1800390001398 1 581
12570007.00: G12005700007 1 99
12570012.00: G12005700012 1 99
19019601.00: G19000109601 0 842
39930805.00: G39009300805 1 529
31099724.00: G31000909724 0 842
56059524.00: G56000509524 1 341
10010405.00: G10000100405 1 272
41510079.00: G41005100079 1 200
55539603.00: G55005309603 0 842
37690608.00: G37006900608 1 424
42031513.09: G4200030151397 1 424
42034753.00: G4200030475303 1 153
08410045.00: G0800410004501 1 325
29770049.00: G29007700049 1 529
53530631.00: G53005300631 1 200
36830519.00: G3600830051901 1 240
36810627.00: G36008100627 1 372
12570064.00: G12005700064 1 281
27630712.00: G2701630071203 1 325
26390222.00: G2601390022202 1 473
18359519.00: G18013509519 0 842
18816114.00: G18008106114 1 372
36259906.00: G36002509906 0 842
04132168.01: G0400130216818 1 240
42010357.00: G42010100357 1 99
55539605.00: G55005309605 0 842
17318056.00: G17003108056 1 281
13199904.00: G13011909904 1 529
36670124.00: G36006700124 1 240
17318202.00: G1700310820202 1 240
36010147.00: G36000100147 0 842
06014044.00: G06000104044 1 372
12310101.00: G1200310010103 0 842
04132171.00: G0400130217101 1 99
12990036.00: G12009900036 1 247
17359724.00: G17003509724 0 842
06374033.01: G0600370403314 1 464
06855036.00: G0600850503602 1 99
20770036.00: G2001770003602 1 153
41670335.00: G41006700335 1 473
29770033.00: G29007700033 1 153
25092047.00: G2500090204702 1 289
01010014.00: G01010100014 1 581
40659686.00: G40006509686 1 153
24338006.00: G2400330800601 1 99
06871011.00: G06008701011 1 289
12950141.00: G12009500141 1 200
12710401.00: G1200710040104 1 633
18990203.00: G1800990020302 0 842
28350006.00: G28003500006 1 99
36910617.00: G3600910061701 1 325
18379533.00: G18003709533 1 581
42770023.00: G4200770002301 1 529
06590320.02: G0600590032026 1 200
26635619.00: G26016305619 1 325
06730179.00: G06007300179 1 464
29892133.00: G29018902133 1 99
36019622.00: G36010109622 0 842
42550125.00: G42005500125 1 464
08410039.00: G0800410003904 1 529
34270457.00: G34002700457 1 272
22710133.00: G2200710013301 1 240
06730039.00: G06007300039 1 153
47370110.00: G47003700110 1 99
22330044.00: G2200330004402 1 464
22279604.00: G22012709604 1 473
25138138.00: G25001308138 0 842
40272021.00: G4000270202101 1 99
41192300.09: G4100190230091 0 842
13470305.00: G13004700305 1 424
06971524.00: G06009701524 1 99
19530104.00: G1901530010402 1 424
42212005.00: G42012102005 1 424
39479863.00: G39004709863 1 325
41510066.00: G4100510006602 1 153
12690302.00: G1200690030202 1 529
26210037.00: G26012100037 1 464
25251304.00: G2500250130402 1 200
10050516.00: G10000500516 0 842
29279801.00: G29022709801 0 842
34373743.00: G34003703743 1 464
54490201.00: G54004900201 1 325
47570201.00: G47015700201 1 424
54490211.00: G54004900211 0 842
17950002.00: G17009500002 0 842
36550081.00: G36005500081 1 281
55310302.00: G55003100302 0 842
42035190.00: G42000305190 1 99
56139834.00: G56001309834 0 842
42034110.00: G42000304110 1 529
17519712.00: G17015109712 0 842
36730408.00: G36007300408 1 529
29833114.00: G2901830311402 1 99
41390024.00: G4100390002401 1 153
34155015.00: G34001505015 1 372
06411130.00: G06004101130 1 464
36010142.00: G3600010014202 1 424
17878702.00: G17018708702 0 842
31530102.00: G3101530010201 1 99
42430243.00: G42004300243 1 281
55839912.00: G55008309912 0 842
27939601.00: G27009309601 0 842
41079505.00: G41000709505 0 842
41050231.00: G41000500231 1 464
26910602.00: G26009100602 0 842
40970406.00: G40009700406 0 842
12879719.00: G12008709719 1 200
17898533.00: G17008908533 1 633
34373742.00: G34003703742 1 464
54090311.00: G54000900311 0 842
45850009.00: G45008500009 1 424
47790613.00: G47017900613 1 581
29770040.00: G29007700040 1 200
34258093.00: G34002508093 0 842
08819503.00: G08008109503 0 842
04159533.00: G04001509533 1 581
31539844.00: G31005309844 1 529
28750008.00: G28007500008 1 464
36239901.00: G36012309901 0 842
17978637.00: G17009708637 1 341
48390901.00: G4803390090103 0 842
47631003.00: G47006301003 1 581
21850306.00: G2101850030602 1 473
53210203.00: G53002100203 1 240
17878703.00: G17018708703 0 842
48550021.00: G48035500021 1 99
34270410.00: G34002700410 1 240
36930212.00: G36009300212 1 247
01730120.00: G0100730012001 0 842
47650203.00: G47016500203 0 842
30110011.00: G30011100011 1 372
54570101.00: G54005700101 0 842
16010007.00: G16000100007 1 240
48199506.00: G48021909506 0 842
37950013.00: G37019500013 1 281
12570039.00: G12005700039 0 842
39279944.00: G39002709944 0 842
42171028.00: G4200170102802 1 200
17318219.00: G17003108219 1 424
40339833.00: G40013309833 0 842
06133451.00: G0600130345107 1 372
06372625.00: G06003702625 1 464
42912076.09: G4200910207698 0 842
48570701.01: G4801570070116 1 633
36670157.00: G36006700157 1 247
31559883.00: G31015509883 0 842
25250705.00: G25002500705 1 2
48259504.00: G48002509504 1 240
34010014.00: G34000100014 0 842
06610201.00: G0600610020102 0 842
31790002.00: G31007900002 1 424
36290084.00: G36002900084 1 529
47999604.00: G47009909604 1 281
40199922.00: G40001909922 0 842
01210604.00: G0100210060402 0 842
36290083.00: G36002900083 1 153
34170149.00: G34001700149 1 165
42070001.00: G42010700001 0 842
55314201.00: G5501310420101 1 99
34076011.00: G34000706011 1 200
21590017.00: G2100590001701 1 325
34297140.00: G34002907140 1 325
53330100.00: G53003300100 1 372
08310015.00: G08003100015 1 153
13210038.00: G13012100038 0 842
13210005.00: G13012100005 0 842
36031464.00: G3601030146404 1 200
31299927.00: G31012909927 0 842
36070203.00: G36010700203 1 153
17314906.00: G17003104906 1 424
53330033.00: G53003300033 1 325
17318218.00: G17003108218 0 842
34030120.00: G34000300120 1 153
35130011.00: G3500130001102 1 99
28459506.00: G28014509506 0 842
21850305.00: G2101850030502 1 473
20550012.00: G20015500012 0 842
36050264.00: G36000500264 1 424
36930208.00: G36009300208 1 247
40255011.00: G4001250501102 1 325
12639810.00: G12006309810 0 842
48010438.00: G4802010043806 1 2
36810113.00: G36008100113 1 240
36811029.00: G36008101029 1 272
26210018.00: G26012100018 1 424
36595178.00: G3600590517801 1 529
42171040.00: G42001701040 0 842
17978830.00: G17019708830 1 464
18571105.00: G1800570110504 1 581
09010730.00: G09000100730 1 99
01890029.02: G0100890002921 1 99
35010010.00: G3500010001001 1 424
39759881.00: G39017509881 0 842
41470010.00: G41004700010 1 99
22030411.00: G2201030041101 1 165
06590758.00: G0600590075809 1 4
34057006.00: G3400050700604 1 247
48570701.01: G4801570070113 1 633
56179878.00: G56001709878 0 842
28439503.00: G28004309503 1 372
42293058.00: G42002903058 1 529
37119702.00: G37011109702 1 581
09116907.00: G09001106907 1 247
34057022.00: G3400050702208 1 247
12150302.00: G12001500302 1 464
17311710.00: G17003101710 1 341
17978839.00: G1701970883902 0 842
09117025.00: G09001107025 1 247
17316203.00: G17003106203 1 581
01730024.00: G01007300024 0 842
39093150.00: G3901090315002 1 529
48291601.00: G48002901601 1 424
42010159.00: G42010100159 1 281
26251414.00: G26012501414 1 478
09053201.00: G09000503201 1 240
55730017.00: G55007300017 0 842
36039511.00: G36000309511 0 842
06170309.00: G0600170030902 1 200
42035214.00: G4200030521401 1 99
17978833.00: G1701970883301 1 473
17030306.00: G1702030030602 0 842
17670021.00: G17016700021 1 372
19559501.00: G19005509501 0 842
40199931.00: G40001909931 1 372
34258078.00: G34002508078 1 372
47370115.00: G47003700115 1 99
17313004.00: G17003103004 0 842
06650432.00: G0600650043201 0 842
17312927.00: G17003102927 0 842
19130027.00: G19001300027 0 842
12330012.00: G1200330001201 1 240
18950104.00: G18009500104 0 842
39370302.00: G39013700302 0 842
46299543.00: G46002909543 1 529
36339505.00: G36003309505 1 424
29319808.00: G29003109808 1 99
36910613.00: G3600910061301 1 240
06650427.00: G0600650042705 1 464
17010038.00: G1702010003804 1 473
51500207.00: G51055000207 1 372
47550803.00: G47015500803 1 373
22330044.00: G2200330004403 1 240
26810101.00: G26008100101 0 842
51700008.00: G51077000008 0 842
34057013.00: G3400050701303 0 842
40272021.00: G4000270202102 1 99
53630017.00: G53006300017 1 153
12030254.00: G1201030025407 1 247
53299720.00: G53002909720 0 842
06170304.00: G0600170030402 0 842
26992470.00: G26009902470 1 473
53630133.00: G53006300133 1 325
42035513.00: G42000305513 1 341
36031587.01: G3601030158711 1 289
12990002.00: G1200990000207 1 464
12270907.00: G1201270090702 1 281
42010306.00: G42010100306 1 99
47570065.00: G47015700065 0 842
22170234.00: G22001700234 1 99
22619608.00: G22006109608 1 240
18350006.00: G18003500006 1 272
26992110.00: G26009902110 0 842
26299508.00: G26012909508 0 842
56210012.00: G56002100012 1 240
29970109.00: G29009700109 1 240
12010014.00: G12000100014 1 633
09091511.00: G09000901511 1 99
53750006.00: G53007500006 1 99
04131098.00: G04001301098 1 99
06375357.00: G06003705357 1 424
32030027.00: G3200030002702 1 301
33019654.00: G33000109654 0 842
04270009.00: G04002700009 1 581
04270111.00: G04002700111 1 153
06590113.00: G06005900113 1 2
06375412.00: G06003705412 1 99
06372951.00: G06003702951 1 372
31530102.09: G3101530010298 1 99
36899914.00: G36008909914 1 153
48010306.00: G48020100306 1 4
53530632.00: G53005300632 1 200
09010354.00: G09000100354 1 341
19490504.00: G19004900504 0 842
09075703.00: G09000705703 1 372
25056513.00: G25000506513 1 325
31519907.00: G31015109907 0 842
01890005.00: G0100890000501 1 281
41510096.00: G4100510009601 1 200
13159608.00: G13001509608 0 842
40470004.00: G40004700004 1 529
24317058.00: G24003107058 1 529
40470001.00: G40004700001 1 529
42912024.00: G4200910202402 1 325
37010216.00: G37000100216 0 842
20870201.00: G20008700201 0 842
06816136.00: G06008106136 0 842
41670301.00: G41006700301 1 153
12910233.00: G12009100233 1 325
18350025.00: G18003500025 0 842
12110105.00: G12001100105 1 200
36219909.00: G36012109909 0 842
53770002.00: G53007700002 0 842
25173573.00: G25001703573 1 99
26992402.00: G26009902402 1 478
18950007.00: G18009500007 1 153
32079513.00: G32000709513 1 529
53459614.00: G53004509614 0 842
26210112.00: G26002100112 0 842
39299501.00: G39002909501 0 842
12710403.00: G1200710040305 1 581
48439504.00: G48004309504 0 842
18030108.01: G1800030010810 1 165
42912061.00: G4200910206105 1 530
06750227.00: G06007500227 1 0
45830206.00: G4500830020603 1 633
37830544.00: G3701830054402 1 529
01970046.00: G01009700046 1 581
30130017.00: G30001300017 1 240
41359713.00: G41003509713 1 473
48130169.00: G4801130016902 0 842
37330006.00: G37013300006 1 473
13210107.00: G13002100107 1 240
20730059.00: G20017300059 1 99
17316911.00: G17003106911 1 529
37510016.00: G3700510001602 1 473
12150014.00: G12011500014 1 153
13450105.00: G1302450010505 1 424
26650059.00: G26006500059 0 842
19819704.00: G19008109704 0 842
42912033.00: G4200910203303 1 529
18770105.00: G18017700105 0 842
36690520.00: G36006900520 1 424
47570211.03: G4701570021132 1 685
37590513.00: G3701590051302 0 842
53350804.00: G53003500804 1 581
41510060.00: G4100510006001 1 153
40091067.00: G4001090106703 1 99
06133430.00: G0600130343002 1 372
41470003.00: G41004700003 1 99
06014382.00: G0600010438202 1 372
42293019.00: G42002903019 1 529
41290018.00: G41002900018 1 200
08350139.00: G0800350013902 1 153
06374034.00: G06003704034 1 424
42035262.00: G4200030526202 1 99
48570702.00: G4801570070204 1 633
40091066.00: G4001090106607 1 99
06374338.00: G06003704338 1 301
41510038.00: G4100510003802 1 153
37510302.00: G3701510030202 1 473
41510038.00: G4100510003801 1 153
37510305.00: G3701510030502 1 473
41670310.00: G4100670031004 1 372
36031583.01: G3601030158311 1 464
36899921.00: G36008909921 0 842
39535080.00: G39015305080 1 99
51500115.00: G51065000115 1 200
06990033.09: G0600990003398 0 842
37950006.00: G37019500006 1 153
13570909.00: G1300570090902 1 2
37670021.00: G37006700021 1 473
51594915.00: G51005904915 1 200
42770091.00: G42007700091 1 529
17318007.00: G17003108007 0 842
45830233.00: G45008300233 1 464
36650237.00: G3600650023701 1 372
09159051.00: G09001509051 1 153
06290057.00: G06002900057 1 325
19219602.00: G19002109602 0 842
53330243.00: G53003300243 0 842
34030031.09: G3400030003195 1 240
34373735.00: G34003703735 1 464
33170830.09: G3300170083098 0 842
33150697.00: G33001500697 1 99
06871225.09: G0600870122598 1 424
24317060.00: G2400310706006 1 2
18670103.00: G18016700103 0 842
26810140.00: G26008100140 1 165
26059504.00: G26010509504 0 842
51131008.00: G51001301008 1 153
22779523.00: G22007709523 0 842
17438418.00: G17004308418 0 842
12850011.00: G12008500011 1 200
13210053.00: G13012100053 1 99
09091424.00: G09000901424 1 2
